RID,Time_Departure,Distance,Weekday,Hour,Day,Signaltype,Time_Arrival,Speed_Per_Hour,Time_Driving,Address1,Address2
R00193,2023-01-09 01:00:00,190297.3357247071,Fri,10,5,21,2023-01-09 03:11:00,66.24659164116763,10341.0,서울특별시,상세주소193
R00194,2023-01-09 02:00:00,102369.9075235615,Thu,2,19,43,2023-01-09 06:59:00,51.00808395178238,7224.0,서울특별시,상세주소194
R00195,2023-01-09 03:00:00,105413.66280918561,Sat,14,22,44,2023-01-09 06:59:00,52.500495051441725,7228.0,경기도,상세주소195
R00196,2023-01-09 04:00:00,218060.74798220157,Sat,20,27,25,2023-01-09 05:36:00,39.45368370709592,19897.0,경기도,상세주소196
R00197,2023-01-09 05:00:00,269235.96772582055,Sat,10,28,12,2023-01-09 05:39:00,88.70733032405624,10926.0,충청남도,상세주소197
R00198,2023-01-09 06:00:00,266238.8408552701,Sat,15,19,0,2023-01-09 07:18:00,53.14746560625058,18033.0,-,상세주소198
R00199,2023-01-09 07:00:00,234182.78821142955,Wed,21,30,23,2023-01-09 09:20:00,45.76978058769521,18419.0,경기도,상세주소199
R00200,2023-01-09 08:00:00,192967.46220013205,Mon,8,15,9,2023-01-09 12:08:00,47.897543867887734,14503.0,경기도,상세주소200
R00201,2023-01-09 09:00:00,26157.849533519602,Thu,23,30,34,2023-01-09 10:26:00,76.05051949924288,1238.0,인천광역시,상세주소201
R00202,2023-01-09 10:00:00,49326.98551428952,Wed,23,16,23,2023-01-09 12:22:00,71.46397157006325,2484.0,서울특별시,상세주소202
R00203,2023-01-09 11:00:00,269667.7023695967,Sat,0,24,27,2023-01-09 13:42:00,49.96290591714255,19430.0,경기도,상세주소203
R00204,2023-01-09 12:00:00,182322.28883821738,Sun,21,9,35,2023-01-09 13:40:00,60.646260759508394,10822.0,강원도,상세주소204
R00205,2023-01-09 13:00:00,3749.9184333722646,Mon,15,4,15,2023-01-09 14:52:00,65.53408847704969,205.0,경기도,상세주소205
R00206,2023-01-09 14:00:00,31339.9913169436,Sun,8,15,39,2023-01-09 15:26:00,45.91838614988789,2457.0,서울특별시,상세주소206
R00207,2023-01-09 15:00:00,199387.0289633087,Fri,18,25,15,2023-01-09 17:20:00,29.18754425220014,24592.0,서울특별시,상세주소207
R00208,2023-01-09 16:00:00,2513.4135700193874,Sun,11,12,16,2023-01-09 17:45:00,70.3007483886249,128.0,서울특별시,상세주소208
R00209,2023-01-09 17:00:00,49081.6073738321,Fri,18,23,14,2023-01-09 20:07:00,47.025316720034496,3757.0,경기도,상세주소209
R00210,2023-01-09 18:00:00,165071.40302060926,Fri,21,3,15,2023-01-09 18:49:00,68.80696700767838,8636.0,서울특별시,상세주소210
R00211,2023-01-09 19:00:00,207876.6641101153,Sat,8,23,14,2023-01-09 21:40:00,66.42053284495087,11266.0,-,상세주소211
R00212,2023-01-09 20:00:00,195936.41659127755,Fri,6,14,33,2023-01-09 22:31:00,61.11584602511023,11541.0,서울특별시,상세주소212
R00213,2023-01-09 21:00:00,68056.52352870737,Tue,13,17,10,2023-01-09 22:10:00,51.47745702420663,4759.0,서울특별시,상세주소213
R00214,2023-01-09 22:00:00,,Thu,18,19,0,2023-01-10 01:16:00,47.32143554968362,16275.0,경기도,상세주소214
R00215,2023-01-09 23:00:00,71937.47716154323,Thu,18,6,14,2023-01-10 01:39:00,37.23165189927552,6955.0,충청남도,상세주소215
R00216,2023-01-10 00:00:00,98294.50974962105,Sat,1,4,25,2023-01-10 00:52:00,47.70504091221822,7417.0,-,상세주소216
R00217,2023-01-10 01:00:00,224200.93013028923,Tue,8,7,3,2023-01-10 05:40:00,71.37630023100375,11308.0,인천광역시,상세주소217
R00218,2023-01-10 02:00:00,195240.23681511718,Sun,12,30,42,2023-01-10 02:38:00,87.95651484247988,7991.0,서울특별시,상세주소218
R00219,2023-01-10 03:00:00,254917.7997377592,Wed,14,19,4,2023-01-10 03:42:00,85.02198684484637,10793.0,-,상세주소219
R00220,2023-01-10 04:00:00,197626.25479780266,Sun,2,17,34,2023-01-10 05:21:00,62.9084603234976,11309.0,경기도,상세주소220
R00221,2023-01-10 05:00:00,170924.27239730602,Wed,10,25,12,2023-01-10 08:58:00,87.94588121363275,6996.0,서울특별시,상세주소221
R00222,2023-01-10 06:00:00,29008.75558059965,Fri,20,16,9,2023-01-10 07:07:00,53.8636474427844,1938.0,서울특별시,상세주소222
R00223,2023-01-10 07:00:00,110947.02511477063,Mon,13,15,10,2023-01-10 09:09:00,34.17906634969859,11685.0,서울특별시,상세주소223
R00224,2023-01-10 08:00:00,80295.50793683591,Wed,7,22,17,2023-01-10 11:42:00,98.41748838420551,2937.0,충청남도,상세주소224
R00225,2023-01-10 09:00:00,73952.90337034599,Mon,17,8,33,2023-01-10 12:40:00,70.65616572913541,3767.0,서울특별시,상세주소225
R00226,2023-01-10 10:00:00,291930.1558709812,Thu,18,19,38,2023-01-10 11:20:00,29.307384989201598,35859.0,경기도,상세주소226
R00227,2023-01-10 11:00:00,118536.21967536137,Mon,15,8,40,2023-01-10 13:50:00,91.18097157274724,4680.0,경기도,상세주소227
R00228,2023-01-10 12:00:00,267721.9199979569,Thu,1,18,41,2023-01-10 15:17:00,45.13155029782432,21355.0,경기도,상세주소228
R00229,2023-01-10 13:00:00,189710.4491731816,Tue,7,28,49,2023-01-10 15:18:00,49.48235484549734,13802.0,서울특별시,상세주소229
R00230,2023-01-10 14:00:00,238648.57975895287,Tue,21,16,22,2023-01-10 17:56:00,80.4276627816641,10682.0,경기도,상세주소230
R00231,2023-01-10 15:00:00,151288.49083845245,Sat,5,20,6,2023-01-10 17:19:00,87.2341422731339,6243.0,경기도,상세주소231
R00232,2023-01-10 16:00:00,173494.26150328136,Sat,11,19,38,2023-01-10 19:45:00,39.985219431174734,15620.0,서울특별시,상세주소232
R00233,2023-01-10 17:00:00,148262.7904518403,Fri,14,10,2,2023-01-10 20:01:00,89.41981524053557,5968.0,충청남도,상세주소233
R00234,2023-01-10 18:00:00,59377.65335161531,Wed,7,17,11,2023-01-10 22:32:00,77.48473592818883,2758.0,강원도,상세주소234
R00235,2023-01-10 19:00:00,217013.18246319008,Fri,3,13,6,2023-01-10 21:37:00,44.00502376122718,17753.0,-,상세주소235
R00236,2023-01-10 20:00:00,84950.93636981588,Thu,14,13,48,2023-01-10 22:14:00,55.081874714329906,5552.0,인천광역시,상세주소236
R00237,2023-01-10 21:00:00,8270.473963004697,Fri,19,7,25,2023-01-10 21:39:00,90.32271793147115,329.0,경기도,상세주소237
R00238,2023-01-10 22:00:00,193996.21647624316,Mon,16,27,32,2023-01-11 00:57:00,28.788767947834128,24258.0,충청남도,상세주소238
R00239,2023-01-10 23:00:00,53956.093142707636,Thu,12,10,36,2023-01-11 01:49:00,87.61428751784437,2217.0,경기도,상세주소239
R00240,2023-01-11 00:00:00,282197.11672152136,Sat,17,2,47,2023-01-11 03:39:00,76.9281425567305,13205.0,인천광역시,상세주소240
R00241,2023-01-11 01:00:00,286224.64452377363,Tue,1,4,14,2023-01-11 03:03:00,70.18281524541399,14681.0,서울특별시,상세주소241
R00242,2023-01-11 02:00:00,274544.4526759141,Sat,12,25,1,2023-01-11 06:18:00,62.63391377142015,15779.0,충청남도,상세주소242
R00243,2023-01-11 03:00:00,111677.45137637788,Wed,12,6,40,2023-01-11 04:32:00,99.40275964924956,4044.0,서울특별시,상세주소243
R00244,2023-01-11 04:00:00,5621.528342131361,Thu,21,24,6,2023-01-11 04:54:00,102.35847201409806,,경기도,상세주소244
R00245,2023-01-11 05:00:00,278567.2502137299,Thu,14,18,31,2023-01-11 09:57:00,47.69540499964691,21025.0,서울특별시,상세주소245
R00246,2023-01-11 06:00:00,129027.06034687698,Mon,19,23,3,2023-01-11 06:40:00,72.24409574463334,6429.0,경기도,상세주소246
R00247,2023-01-11 07:00:00,290029.7908940572,Wed,9,6,19,2023-01-11 10:50:00,97.48752994355664,10710.0,-,상세주소247
R00248,2023-01-11 08:00:00,289122.3731496866,Tue,2,29,49,2023-01-11 10:35:00,44.299108379999794,23495.0,서울특별시,상세주소248
R00249,2023-01-11 09:00:00,256049.82718474066,Sun,18,30,35,2023-01-11 12:39:00,64.86279148623754,14211.0,서울특별시,상세주소249
R00250,2023-01-11 10:00:00,89040.21872880613,Thu,2,25,31,2023-01-11 11:58:00,80.07750884564982,4002.0,강원도,상세주소250
R00251,2023-01-11 11:00:00,116144.22085197565,Thu,21,23,27,2023-01-11 13:25:00,19.702131901178618,21222.0,서울특별시,상세주소251
R00252,2023-01-11 12:00:00,255489.86478354022,Mon,13,17,12,2023-01-11 15:26:00,76.57110457395778,12011.0,경기도,상세주소252
R00253,2023-01-11 13:00:00,95759.67954172702,Fri,7,14,0,2023-01-11 13:43:00,38.231359531792044,9017.0,경기도,상세주소253
R00254,2023-01-11 14:00:00,51678.331259141654,Tue,22,24,34,2023-01-11 18:46:00,63.846627299113365,2913.0,서울특별시,상세주소254
R00255,2023-01-11 15:00:00,167483.5774750467,Sat,3,11,47,2023-01-11 18:58:00,82.88689701783636,7274.0,충청남도,상세주소255
R00256,2023-01-11 16:00:00,280910.2774740735,Wed,19,26,29,2023-01-11 18:14:00,12.21638608120142,82780.0,인천광역시,상세주소256
R00257,2023-01-11 17:00:00,209112.90920581692,Thu,10,19,35,2023-01-11 19:56:00,75.71717775487792,9942.0,-,상세주소257
R00258,2023-01-11 18:00:00,171448.28985672013,Thu,10,30,24,2023-01-11 18:38:00,100.76657969261662,6125.0,경기도,상세주소258
R00259,2023-01-11 19:00:00,30055.77163745979,Sat,10,2,15,2023-01-11 21:27:00,49.33398000668272,2193.0,경기도,상세주소259
R00260,2023-01-11 20:00:00,184887.16078305175,Tue,1,28,18,2023-01-11 22:03:00,71.53380293568247,9304.0,경기도,상세주소260
R00261,2023-01-11 21:00:00,297026.10118117474,Fri,16,3,0,2023-01-11 23:53:00,86.70572661398776,12332.0,인천광역시,상세주소261
R00262,2023-01-11 22:00:00,42885.120555720685,Thu,8,11,4,2023-01-11 22:43:00,28.14109903580052,5486.0,경기도,상세주소262
R00263,2023-01-11 23:00:00,155980.5660567573,Tue,1,6,21,2023-01-12 03:46:00,75.14739517067505,7472.0,경기도,상세주소263
R00264,2023-01-12 00:00:00,263334.5485064587,Sat,23,29,23,2023-01-12 03:35:00,80.47532465195562,11780.0,서울특별시,상세주소264
R00265,2023-01-12 01:00:00,222489.81670850713,Mon,14,14,42,2023-01-12 04:56:00,72.77240439873533,11006.0,서울특별시,상세주소265
R00266,2023-01-12 02:00:00,209407.70655758513,Fri,15,19,44,2023-01-12 05:21:00,61.73245384410243,12211.0,인천광역시,상세주소266
R00267,2023-01-12 03:00:00,211042.74111214568,Wed,3,26,36,2023-01-12 07:59:00,39.99174436387747,18997.0,서울특별시,상세주소267
R00268,2023-01-12 04:00:00,108487.8542147068,Thu,7,16,35,2023-01-12 08:10:00,87.82846707072487,4446.0,서울특별시,상세주소268
R00269,2023-01-12 05:00:00,88783.96143508352,Tue,8,21,35,2023-01-12 08:01:00,60.69007130463315,5266.0,서울특별시,상세주소269
R00270,2023-01-12 06:00:00,242998.98548807556,Mon,4,22,3,2023-01-12 08:20:00,41.92239174752809,20867.0,충청남도,상세주소270
R00271,2023-01-12 07:00:00,243223.90500907504,Wed,15,24,35,2023-01-12 10:32:00,53.63948339170862,16323.0,경기도,상세주소271
R00272,2023-01-12 08:00:00,260254.623255451,Sun,12,7,17,2023-01-12 09:41:00,67.36770982669354,13907.0,경기도,상세주소272
R00273,2023-01-12 09:00:00,274058.9252143849,Tue,6,30,49,2023-01-12 10:43:00,28.776300862315793,34285.0,경기도,상세주소273
R00274,2023-01-12 10:00:00,153891.3772594204,Tue,19,27,15,2023-01-12 14:04:00,60.35860705168235,9178.0,경기도,상세주소274
R00275,2023-01-12 11:00:00,150953.37211147268,Wed,16,8,40,2023-01-12 11:52:00,51.662455658840216,10518.0,충청남도,상세주소275
R00276,2023-01-12 12:00:00,239690.25851106577,Mon,2,19,17,2023-01-12 13:37:00,86.72052962731978,9950.0,경기도,상세주소276
R00277,2023-01-12 13:00:00,195339.21530255178,Sun,4,20,21,2023-01-12 15:02:00,22.502188054245423,31251.0,강원도,상세주소277
R00278,2023-01-12 14:00:00,210888.0963000533,Sat,18,16,1,2023-01-12 15:32:00,78.77515285004968,9637.0,경기도,상세주소278
R00279,2023-01-12 15:00:00,238942.00816139422,Mon,11,22,20,2023-01-12 19:13:00,313.5987515918057,2742.0,충청남도,상세주소279
R00280,2023-01-12 16:00:00,267111.5972034523,Fri,6,27,35,2023-01-12 20:14:00,23.258227257042748,41344.0,인천광역시,상세주소280
R00281,2023-01-12 17:00:00,102060.5518986092,Thu,8,7,43,2023-01-12 19:12:00,25.656350283858494,14320.0,서울특별시,상세주소281
R00282,2023-01-12 18:00:00,113299.30283934326,Wed,5,9,38,2023-01-12 22:04:00,95.71800093132958,4261.0,서울특별시,상세주소282
R00283,2023-01-12 19:00:00,29100.600012419833,Sat,16,13,46,2023-01-12 22:41:00,41.91255902794134,2499.0,경기도,상세주소283
R00284,2023-01-12 20:00:00,173905.76215785602,Sun,15,1,38,2023-01-12 23:09:00,121.896582409769,5135.0,서울특별시,상세주소284
R00285,2023-01-12 21:00:00,11746.739865225883,Wed,22,29,28,2023-01-13 00:56:00,23.883199289596675,1770.0,경기도,상세주소285
R00286,2023-01-12 22:00:00,140213.8074216056,Wed,2,8,25,2023-01-13 02:58:00,63.40094809974241,7961.0,서울특별시,상세주소286
R00287,2023-01-12 23:00:00,163250.7457775654,Mon,20,24,20,2023-01-13 02:43:00,59.53212525494565,9872.0,인천광역시,상세주소287
R00288,2023-01-13 00:00:00,86675.83438635703,Thu,3,22,16,2023-01-13 03:01:00,55.83608464870086,5588.0,경기도,상세주소288
R00289,2023-01-13 01:00:00,177659.14491013423,Fri,9,4,15,2023-01-13 05:26:00,69.25924721411565,9234.0,충청남도,상세주소289
R00290,2023-01-13 02:00:00,10119.57473177578,Tue,4,3,30,2023-01-13 03:57:00,70.41292849458135,517.0,경기도,상세주소290
R00291,2023-01-13 03:00:00,12167.10843601511,Tue,20,27,8,2023-01-13 03:40:00,56.64682034741792,773.0,서울특별시,상세주소291
R00292,2023-01-13 04:00:00,246957.5676372378,Wed,21,3,30,2023-01-13 07:36:00,39.71652112345459,22384.0,강원도,상세주소292
R00293,2023-01-13 05:00:00,108697.0017819676,Thu,9,22,13,2023-01-13 09:03:00,80.9552072848276,4833.0,서울특별시,상세주소293
R00294,2023-01-13 06:00:00,38991.09328291355,Sun,11,13,48,2023-01-13 06:44:00,72.56105326165672,1934.0,서울특별시,상세주소294
R00295,2023-01-13 07:00:00,,Sun,9,8,36,2023-01-13 11:55:00,62.291673812321484,9082.0,인천광역시,상세주소295
R00296,2023-01-13 08:00:00,231228.07237648463,Sat,12,7,1,2023-01-13 09:42:00,71.92734964834719,11573.0,강원도,상세주소296
R00297,2023-01-13 09:00:00,65530.48722155611,Mon,10,27,47,2023-01-13 10:21:00,75.37882900182261,3129.0,경기도,상세주소297
R00298,2023-01-13 10:00:00,187244.25226988108,Thu,21,1,45,2023-01-13 12:37:00,44.7653591303736,15058.0,서울특별시,상세주소298
R00299,2023-01-13 11:00:00,26518.89203313663,Thu,15,27,13,2023-01-13 11:57:00,71.21360746963612,1340.0,서울특별시,상세주소299
R00300,2023-01-13 12:00:00,16452.8346294137,Mon,7,16,32,2023-01-13 13:34:00,48.93928548963315,1210.0,경기도,상세주소300
R00301,2023-01-13 13:00:00,159875.03483887625,Sun,7,6,34,2023-01-13 13:46:00,76.040667131736,7568.0,경기도,상세주소301
R00302,2023-01-13 14:00:00,162649.90136142186,Sun,7,7,38,2023-01-13 16:47:00,56.15200827153538,10427.0,경기도,상세주소302
R00303,2023-01-13 15:00:00,191591.54054796376,Sun,12,12,46,2023-01-13 19:18:00,72.2343914736344,9548.0,서울특별시,상세주소303
R00304,2023-01-13 16:00:00,218101.3087830758,Wed,1,23,19,2023-01-13 20:43:00,51.32409400580954,15298.0,충청남도,상세주소304
R00305,2023-01-13 17:00:00,292779.7717592979,Thu,11,9,1,2023-01-13 20:59:00,73.27404871875346,14384.0,인천광역시,상세주소305
R00306,2023-01-13 18:00:00,155373.8041420574,Tue,9,27,40,2023-01-13 22:20:00,40.42461541767983,13836.0,서울특별시,상세주소306
R00307,2023-01-13 19:00:00,97563.98540943254,Mon,11,11,18,2023-01-13 23:30:00,60.72337759726925,5784.0,경기도,상세주소307
R00308,2023-01-13 20:00:00,238760.6722358424,Sun,10,10,36,2023-01-13 21:39:00,79.61265030219867,10796.0,경기도,상세주소308
R00309,2023-01-13 21:00:00,81978.84312736019,Sat,14,21,17,2023-01-13 23:13:00,69.3440931449185,4255.0,경기도,상세주소309
R00310,2023-01-13 22:00:00,132252.45479098518,Sun,15,1,15,2023-01-14 01:53:00,63.840574668984225,7457.0,서울특별시,상세주소310
R00311,2023-01-13 23:00:00,24458.458021337523,Sun,16,18,3,2023-01-14 00:22:00,96.07122679301278,916.0,경기도,상세주소311
R00312,2023-01-14 00:00:00,8579.872281221797,Fri,1,4,11,2023-01-14 01:23:00,80.47273736977843,383.0,서울특별시,상세주소312
R00313,2023-01-14 01:00:00,288831.8759886996,Wed,17,5,28,2023-01-14 02:00:00,77.11079898506254,13484.0,강원도,상세주소313
R00314,2023-01-14 02:00:00,250958.05603314954,Mon,11,9,6,2023-01-14 04:44:00,73.1605555783301,12348.0,인천광역시,상세주소314
R00315,2023-01-14 03:00:00,209096.2876220157,Fri,18,27,13,2023-01-14 04:27:00,75.65393744493329,9949.0,인천광역시,상세주소315
R00316,2023-01-14 04:00:00,123276.9303798667,Fri,22,17,11,2023-01-14 06:14:00,93.14204021104328,4764.0,서울특별시,상세주소316
R00317,2023-01-14 05:00:00,52815.00170118289,Sat,17,3,34,2023-01-14 09:55:00,51.6466262455801,3681.0,경기도,상세주소317
R00318,2023-01-14 06:00:00,47774.675758654725,Thu,16,16,4,2023-01-14 06:39:00,80.18807930550483,2144.0,경기도,상세주소318
R00319,2023-01-14 07:00:00,75822.62655121401,Sat,5,5,16,2023-01-14 11:42:00,67.12975777549552,4066.0,충청남도,상세주소319
R00320,2023-01-14 08:00:00,165218.77274713002,Thu,14,16,41,2023-01-14 11:05:00,52.33764925732013,11364.0,서울특별시,상세주소320
R00321,2023-01-14 09:00:00,214664.18088731865,Thu,2,3,31,2023-01-14 12:07:00,58.00549793917441,13322.0,서울특별시,상세주소321
R00322,2023-01-14 10:00:00,198399.01563860165,Mon,5,20,9,2023-01-14 11:06:00,64.38309363092687,11093.0,경기도,상세주소322
R00323,2023-01-14 11:00:00,84700.23518683692,Sun,2,15,42,2023-01-14 13:28:00,42.80119864661155,7124.0,서울특별시,상세주소323
R00324,2023-01-14 12:00:00,286504.71891829505,Mon,0,30,16,2023-01-14 13:36:00,77.28025551000894,13346.0,경기도,상세주소324
R00325,2023-01-14 13:00:00,221631.1780920348,Wed,12,3,4,2023-01-14 17:31:00,57.942971518219224,13769.0,경기도,상세주소325
R00326,2023-01-14 14:00:00,166751.8617009088,Thu,20,20,44,2023-01-14 18:02:00,61.698583244853474,9729.0,경기도,상세주소326
R00327,2023-01-14 15:00:00,183904.5031240713,Fri,13,14,41,2023-01-14 17:10:00,87.14405099855614,7597.0,서울특별시,상세주소327
R00328,2023-01-14 16:00:00,126460.41866590918,Sun,12,16,8,2023-01-14 17:25:00,62.59496410453605,7273.0,경기도,상세주소328
R00329,2023-01-14 17:00:00,75071.56586084608,Tue,3,29,48,2023-01-14 21:28:00,91.0533688884221,2968.0,경기도,상세주소329
R00330,2023-01-14 18:00:00,107435.83091672721,Wed,6,29,32,2023-01-14 22:20:00,49.50370982209712,7812.0,인천광역시,상세주소330
R00331,2023-01-14 19:00:00,227595.98702884637,Mon,21,17,35,2023-01-14 21:01:00,38.05860322410698,21528.0,서울특별시,상세주소331
R00332,2023-01-14 20:00:00,5303.653100297005,Sat,9,28,35,2023-01-14 22:18:00,54.20013706110234,352.0,서울특별시,상세주소332
R00333,2023-01-14 21:00:00,35705.71951156796,Wed,6,24,17,2023-01-15 00:17:00,10.0,12854.0,서울특별시,상세주소333
R00334,2023-01-14 22:00:00,14754.789964504072,Wed,20,20,8,2023-01-15 02:07:00,78.11523504941887,679.0,-,상세주소334
R00335,2023-01-14 23:00:00,13177.911893372071,Sun,14,23,28,2023-01-15 03:11:00,39.2220291742501,1209.0,경기도,상세주소335
R00336,2023-01-15 00:00:00,256782.71461929116,Wed,14,18,49,2023-01-15 03:10:00,47.64609157107461,19401.0,경기도,상세주소336
R00337,2023-01-15 01:00:00,211393.69995462708,Wed,3,18,13,2023-01-15 01:45:00,74.32557123241854,10238.0,서울특별시,상세주소337
R00338,2023-01-15 02:00:00,142777.97489711022,Tue,22,22,24,2023-01-15 03:26:00,62.382421958357824,8239.0,경기도,상세주소338
R00339,2023-01-15 03:00:00,30252.414034649442,Sat,22,14,14,2023-01-15 04:31:00,51.18909083839759,2127.0,서울특별시,상세주소339
R00340,2023-01-15 04:00:00,147993.14665993289,Sat,5,18,5,2023-01-15 08:31:00,19.269152549564616,27649.0,서울특별시,상세주소340
R00341,2023-01-15 05:00:00,142568.05946338913,Sat,23,15,41,2023-01-15 06:59:00,86.01616059794388,5966.0,-,상세주소341
R00342,2023-01-15 06:00:00,52787.35910309454,Thu,19,15,28,2023-01-15 07:41:00,74.46160066952929,2552.0,충청남도,상세주소342
R00343,2023-01-15 07:00:00,130721.64312215394,Fri,4,6,14,2023-01-15 07:59:00,101.11442659396502,4654.0,강원도,상세주소343
